Node1,Sign,Node2,Weight
ABL1,1,PRKD1,1
ABL1,1,TOP1,1
ABL2,1,CAT,1
CALM3,1,CAMK2D,0.625
CALM3,1,CAMK2G,0.375
CALM3,1,CAMK4,1
CAMK2D,1,PRKACA,0.625
CAMK2G,1,PRKACA,0.375
CAMK4,1,HNRNPL,1
CAPN2,-1,TLN1,1
CAPN2,-1,TNS1,1
CAPN2,1,GSK3B,1
CASP2,-1,GOLGA3,1
CASP2,1,CASP7,0.75
CASP3,-1,PSIP1,1
CASP3,-1,SPTAN1,1
CASP3,1,CAD,1
CASP3,1,PRKDC,1
CASP3,1,SRP72,1
CASP3,1,TOP1,1
CASP7,-1,PARP1,0.75
CCP110,1,CALM3,1
CD36,1,Enzyme4219__CD36,1
CDK1,1,ABL1,1
CDK1,1,CSNK2A1,1
CDK1,1,EEF1D,1
CDK1,1,NUP210,1
CDK1,1,OSBP2,1
CDK1,1,RCC1,1
CDK1,1,RUNX1,0.125
CDK2,-1,CCP110,1
CDK2,-1,LIG3,1
CDK2,-1,RUNX1,0.125
CDK4,-1,MEF2D,1
CDK4,1,EIF4A3,1
CDK4,1,HNRNPK,1
CDK4,1,SF3B1,1
CHEK2,-1,RASGRF1,0.625
CHKA,-1,PLIN3,1
COL2A1,1,ITGA1,1
CSK,1,FYN,1
CSNK1A1L,1,GLI2,0.75
CSNK2A1,-1,CASP2,1
CSNK2A1,-1,SPTBN1,1
CSNK2A1,1,HNRNPK,1
CSNK2A1,1,LEF1,0.75
CSNK2A1,1,PACS1,1
CSNK2A1,1,PIAS1,1
CSNK2A1,1,RBM17,1
CSNK2A1,1,TCF7L2,0.25
CSNK2A1,1,TCOF1,1
CTSG,-1,SERPIND1,0.125
EEF1D,1,EEF1G,1
EIF2AK4,-1,EIF2A,1
ELANE,-1,SERPIND1,0.875
EP300,1,HIF1A,0.25
EP300,1,MYB,0.125
EP300,1,PARP1,0.25
FYN,1,CAV1,1
FYN,1,PRKCA,1
FYN,1,PRKCQ,1
Enzyme4219__CD36,1,Metab__Butanoic acid_c,1
GLI2,-1,LUM,1
GRM5,1,GNAQ,1
GSK3B,1,H1_5,1
GSK3B,1,OSBP2,1
HIF1A,1,ALDOA,1
HIF1A,1,SOCS1,0.25
HNF4A,1,ALDOB,1
HNF4A,1,MYC,0.375
HNRNPA1,1,TRA2B,1
IRAK1,1,GLIPR2,1
ITGA1,1,CSK,1
LEF1,1,ELANE,0.75
LEF1,1,MMP7,0.75
