Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,t
4hexdtetcoa_m,,1,0,0,0,0,0,NA
4hexdtricoa_m,,1,0,0,0,0,0,NA
5eipencoa_m,,1,0,0,0,0,0,NA
5tedtricoa_m,,1,0,0,0,0,0,NA
AAK1,,1,0,0,0,0,0,1.7836941138184501
ABCC3,,1,0,0,0,0,0,0.570369526045016
ABL1,,1,0,0,0,0,0,NA
ABL2,,1,0,0,0,0,0,NA
ABRAXAS1,,1,0,0,0,0,0,NA
ACADM,,1,0,0,0,0,0,2.01790777607243
ACADVL,,1,0,0,0,0,0,-0.665671869866058
ACAT1,,1,0,0,0,0,0,-1.38169886949736
ACHE,,1,0,0,0,0,0,NA
ACOX1,,1,0,0,0,0,0,0.884204184287901
ACP1,,1,0,0,0,0,0,0.271564605955367
ACSL1,,1,0,0,0,0,0,-3.93662146894457
ACTB,,1,0,0,0,0,0,-2.04208325861056
ACTL6A,P,0,1,0,1,1,1,6.46860477029825
ACTL6A_ARID1A_ARID1B_ARID2_SMARCA4_SMARCB1_SMARCC1_SMARCC2_SMARCD1_SMARCE1,,1,0,0,0,0,0,NA
ACTN1,,1,0,0,0,0,0,-1.78337550464266
ACVR1,,1,0,0,0,0,0,NA
ACVR1B,,1,0,0,0,0,0,NA
ACVR1C,,1,0,0,0,0,0,NA
ACVR2A,,1,0,0,0,0,0,NA
ACVR2B,,1,0,0,0,0,0,NA
ADA,,1,0,0,0,0,0,-3.71513245171552
ADAM10,,1,0,0,0,0,0,-2.89027784265863
ADAM12,,1,0,0,0,0,0,NA
ADAM17,,1,0,0,0,0,0,NA
ADCY5,,1,0,0,0,0,0,NA
ADH1A,,1,0,0,0,0,0,NA
ADH1B,P,0,0,1,-1,1,-1,-7.85491421934974
ADH4,P,0,0,1,-1,1,-1,-7.85491421934974
AEBP2_EED_EZH2_RBBP4_SUZ12,,1,0,0,0,0,0,NA
AFAP1L2,,1,0,0,0,0,0,NA
AFDN,,1,0,0,0,0,0,-1.84709964239357
AGO2,,1,0,0,0,0,0,1.92003795434863
AGT,,1,0,0,0,0,0,-5.00438779359428
AHR,,1,0,0,0,0,0,NA
AHSA1,,1,0,0,0,0,0,3.56201962235764
AKAP5,,1,0,0,0,0,0,NA
AKR1A1,,1,0,0,0,0,0,-1.07278220574718
AKT1,,1,0,0,0,0,0,-2.95493992454823
AKT2,,1,0,0,0,0,0,1.22859225085675
AKT3,,1,0,0,0,0,0,-2.95493992454823
ALAS2,,1,0,0,0,0,0,NA
ALDH1A2,,1,0,0,0,0,0,0.32363334703697
ALDH1A3,,0.796875,0,0.203125,-0.203125,0,-0.203125,2.90573664753029
ALDH9A1,,0.921875,0,0.078125,-0.078125,0,-0.078125,-0.57321434337613
ALK,,1,0,0,0,0,0,NA
AMH,,1,0,0,0,0,0,NA
AMHR2,,1,0,0,0,0,0,NA
AMOT,,1,0,0,0,0,0,NA
ANAPC1,,1,0,0,0,0,0,NA
ANAPC1_ANAPC10_ANAPC11_ANAPC13_ANAPC2_ANAPC4_ANAPC5_ANAPC7_CDC16_CDC23_CDC26_CDC27,,1,0,0,0,0,0,NA
ANAPC10,,1,0,0,0,0,0,NA
ANAPC11,,1,0,0,0,0,0,NA
ANAPC2,,1,0,0,0,0,0,NA
ANAPC4,,1,0,0,0,0,0,NA
ANAPC5,,1,0,0,0,0,0,NA
ANAPC7,,1,0,0,0,0,0,NA
ANK2,,1,0,0,0,0,0,NA
ANKRD11,,1,0,0,0,0,0,NA
ANKRD28,,1,0,0,0,0,0,-0.486082016613438
ANPEP,,1,0,0,0,0,0,0.673223265931642
AP2M1,,1,0,0,0,0,0,-2.51401870252072
APAF1,,1,0,0,0,0,0,0.879194297355019
APC,,1,0,0,0,0,0,NA
APC_AXIN1_GSK3B,,1,0,0,0,0,0,NA
APC2,,1,0,0,0,0,0,NA
APEX1,,1,0,0,0,0,0,5.13041541027257
APP,,1,0,0,0,0,0,-0.206216377500803
APPL1,,1,0,0,0,0,0,-2.90151820807051
APPL1_CASP9,,1,0,0,0,0,0,NA
AQP9,,1,0,0,0,0,0,NA
AR,,0.078125,0.921875,0,0.921875,0,0.921875,NA
ARAF,,1,0,0,0,0,0,2.74127582934557
AREG,,1,0,0,0,0,0,NA
ARF1,,1,0,0,0,0,0,2.85624536531978
ARF6,,1,0,0,0,0,0,-1.16348266190048
ARHGAP1,,1,0,0,0,0,0,3.44402142439457
ARHGAP31,,1,0,0,0,0,0,NA
ARHGAP32,,1,0,0,0,0,0,NA
ARHGDIA,,1,0,0,0,0,0,-2.30953954141751
ARHGDIB,,1,0,0,0,0,0,-2.54695971971757
ARHGEF15,,1,0,0,0,0,0,NA
ARHGEF2,,1,0,0,0,0,0,2.5214995823684
ARHGEF25,,1,0,0,0,0,0,NA
ARHGEF4,,1,0,0,0,0,0,NA
ARHGEF6,,1,0,0,0,0,0,-2.22338123764697
ARHGEF7,,1,0,0,0,0,0,-0.750318129496261
ARHGEF7_GIT2,,1,0,0,0,0,0,NA
ARHGEF9,,1,0,0,0,0,0,NA
ARID3A,,1,0,0,0,0,0,NA
ARID4A,,1,0,0,0,0,0,NA
ARMC10,,1,0,0,0,0,0,-2.61451543779607
ARNT,,1,0,0,0,0,0,NA
ARNT_HIF1A,,1,0,0,0,0,0,NA
ARNTL_CLOCK,,1,0,0,0,0,0,NA
ARRB1,P,0,0,1,-1,1,-1,-6.59475878114749
ARRB2,,1,0,0,0,0,0,-3.94372007624126
ASF1A,,1,0,0,0,0,0,NA
ASH2L_DPY30_KMT2D_RBBP5_WDR5,,1,0,0,0,0,0,NA
aspglupro_c,,1,0,0,0,0,0,NA
asphiscys_c,,1,0,0,0,0,0,NA
asphispro_c,,1,0,0,0,0,0,NA
asplyshis_c,,1,0,0,0,0,0,NA
aspprolys_c,,1,0,0,0,0,0,NA
ASXL1,,1,0,0,0,0,0,NA
ATAD5,,1,0,0,0,0,0,NA
ATF1,,1,0,0,0,0,0,NA
ATF2,,1,0,0,0,0,0,NA
ATF3,,1,0,0,0,0,0,NA
ATF4,,1,0,0,0,0,0,NA
ATF6,,1,0,0,0,0,0,NA
ATG13,,1,0,0,0,0,0,NA
ATG13_RB1CC1_ULK1,,1,0,0,0,0,0,NA
ATM,,0,1,0,1,0,1,1.23818144501604
ATR,,1,0,0,0,0,0,NA
ATRIP,,1,0,0,0,0,0,NA
AURKA,,1,0,0,0,0,0,NA
AURKB,,1,0,0,0,0,0,NA
AXIN1,,1,0,0,0,0,0,NA
AXIN2,,1,0,0,0,0,0,NA
AXL,,1,0,0,0,0,0,NA
BAD,,1,0,0,0,0,0,NA
BAG2,,1,0,0,0,0,0,-1.02207935431013
BAK1,,1,0,0,0,0,0,NA
BARD1,,1,0,0,0,0,0,NA
BAX,,1,0,0,0,0,0,0.319410072828978
BBC3,,1,0,0,0,0,0,NA
BCAR1,,1,0,0,0,0,0,NA
BCL10,,1,0,0,0,0,0,NA
BCL2,,1,0,0,0,0,0,NA
BCL2L1,,1,0,0,0,0,0,NA
BCL2L11,,1,0,0,0,0,0,NA
BCL3,,1,0,0,0,0,0,NA
BCL6,,1,0,0,0,0,0,NA
BCR,,1,0,0,0,0,0,NA
BDNF,,1,0,0,0,0,0,NA
BECN1,,1,0,0,0,0,0,NA
BID,,1,0,0,0,0,0,0.0874222608278947
BIK,,1,0,0,0,0,0,NA
BIRC2,,1,0,0,0,0,0,NA
BIRC3,,1,0,0,0,0,0,NA
BIRC5,,1,0,0,0,0,0,NA
BIRC6,,1,0,0,0,0,0,-2.2585715903220702
BIRC7,,1,0,0,0,0,0,NA
BLK,,1,0,0,0,0,0,NA
BLM,,1,0,0,0,0,0,NA
BMF,,1,0,0,0,0,0,NA
BMI1,,1,0,0,0,0,0,NA
BMP2,,1,0,0,0,0,0,NA
BMP4,,1,0,0,0,0,0,NA
BMP5,,1,0,0,0,0,0,NA
BMP6,,1,0,0,0,0,0,NA
BMP7,,1,0,0,0,0,0,NA
BMP8A,,1,0,0,0,0,0,NA
BMP8B,,1,0,0,0,0,0,NA
BMPR1A,,1,0,0,0,0,0,NA
BMPR1B,,1,0,0,0,0,0,NA
BMPR2,,1,0,0,0,0,0,NA
BMX,,1,0,0,0,0,0,NA
BNIP2,,1,0,0,0,0,0,NA
BNIP3,,1,0,0,0,0,0,NA
BNIP3L,,1,0,0,0,0,0,NA
BORA,,1,0,0,0,0,0,NA
BRAF,,1,0,0,0,0,0,NA
BRCA1,,1,0,0,0,0,0,NA
BRCA2,,1,0,0,0,0,0,NA
BRD2,,1,0,0,0,0,0,NA
BRD4,,1,0,0,0,0,0,NA
BRD8,,1,0,0,0,0,0,NA
BRIP1,,1,0,0,0,0,0,NA
BRMS1,,1,0,0,0,0,0,NA
BRSK2,,1,0,0,0,0,0,NA
BSG,,1,0,0,0,0,0,5.45252744252291
BTC,,1,0,0,0,0,0,NA
BTK,,1,0,0,0,0,0,-0.429060893023656
BTRC,,1,0,0,0,0,0,NA
BUB1,,1,0,0,0,0,0,NA
CA2,,1,0,0,0,0,0,-3.70204493902882
CALM1,,1,0,0,0,0,0,-1.79314082092944
CALM1,,1,0,0,0,0,0,-1.79314082092944
CALM1,,1,0,0,0,0,0,-1.79314082092944
CALM2,,1,0,0,0,0,0,NA
CALM3,,1,0,0,0,0,0,NA
CALR,,1,0,0,0,0,0,2.66596273734168
CAMK1,,1,0,0,0,0,0,NA
CAMK1D,,1,0,0,0,0,0,0.116692729474733
CAMK1G,,1,0,0,0,0,0,NA
CAMK2A,,1,0,0,0,0,0,-0.875156522062835
CAMK2B,,1,0,0,0,0,0,NA
CAMK2D,,1,0,0,0,0,0,-0.875156522062835
CAMK2G,,1,0,0,0,0,0,-3.07628179084649
CAMK4,,1,0,0,0,0,0,NA
CAMKK1,,1,0,0,0,0,0,NA
CAMKK2,,1,0,0,0,0,0,NA
CAMP,,1,0,0,0,0,0,NA
CAPN1,,1,0,0,0,0,0,-1.32977184208958
CAPN2,,1,0,0,0,0,0,-2.25441131912961
CAPN3,,1,0,0,0,0,0,NA
CARD9,,1,0,0,0,0,0,NA
CARM1,,1,0,0,0,0,0,0.39531463751869
CASP1,,1,0,0,0,0,0,-1.58545195232385
CASP10,,1,0,0,0,0,0,NA
CASP2,,1,0,0,0,0,0,NA
CASP3,,1,0,0,0,0,0,1.17810482670161
CASP6,,1,0,0,0,0,0,2.63867684272312
CASP7,,1,0,0,0,0,0,-0.230005100129562
CASP8,,1,0,0,0,0,0,1.49543021295787
CASP8AP2,,1,0,0,0,0,0,NA
CASP9,,1,0,0,0,0,0,NA
CASR,,1,0,0,0,0,0,NA
CAV1,P,0,0,1,-1,1,-1,-12.5962878490496
CAV2,,1,0,0,0,0,0,-3.7513711193804
CAV3,P,0,0,1,-1,1,-1,-12.5962878490496
CBL,,1,0,0,0,0,0,-0.547392896511019
CBLB,,1,0,0,0,0,0,NA
CBLC,,1,0,0,0,0,0,NA
CBS,,1,0,0,0,0,0,NA
CBS,,1,0,0,0,0,0,NA
CCAR2,,1,0,0,0,0,0,4.47047939321288
CCN2,,1,0,0,0,0,0,NA
CCNA1,,1,0,0,0,0,0,NA
CCNA1_CDK2,,1,0,0,0,0,0,NA
CCNA2,,1,0,0,0,0,0,NA
CCNA2_CDK2,,1,0,0,0,0,0,NA
CCNB1_CDK1,,1,0,0,0,0,0,NA
CCNC,,1,0,0,0,0,0,NA
CCND1,,1,0,0,0,0,0,NA
CCND1_CDK4,,1,0,0,0,0,0,NA
CCND1_CDK6,,1,0,0,0,0,0,NA
CCND2,,1,0,0,0,0,0,NA
CCND2_CDK4,,1,0,0,0,0,0,NA
CCND2_CDK6,,1,0,0,0,0,0,NA
CCND3,,1,0,0,0,0,0,NA
CCND3_CDK4,,1,0,0,0,0,0,NA
CCND3_CDK6,,1,0,0,0,0,0,NA
CCNE1,,1,0,0,0,0,0,NA
CCNE1_CDK2,,1,0,0,0,0,0,NA
CCNE2,,1,0,0,0,0,0,NA
CCNE2_CDK2,,1,0,0,0,0,0,NA
CCNG1,,1,0,0,0,0,0,NA
CCNH,,1,0,0,0,0,0,NA
CD19,,1,0,0,0,0,0,NA
CD28,,1,0,0,0,0,0,NA
CD3E,,1,0,0,0,0,0,NA
CD4,,1,0,0,0,0,0,NA
CD40LG,,1,0,0,0,0,0,NA
CDC16,,1,0,0,0,0,0,NA
CDC20,,1,0,0,0,0,0,NA
CDC23,,1,0,0,0,0,0,-1.02153824772131
CDC25A,,1,0,0,0,0,0,NA
CDC25B,,1,0,0,0,0,0,NA
CDC26,,1,0,0,0,0,0,NA
CDC27,,1,0,0,0,0,0,NA
CDC42,,1,0,0,0,0,0,-3.18689849912398
CDC7,,1,0,0,0,0,0,NA
CDH1,,1,0,0,0,0,0,3.34066138559405
CDH13,P,0,0,1,-1,1,-1,-7.9932845693862
CDH17,,1,0,0,0,0,0,NA
CDH2,,1,0,0,0,0,0,NA
CDH3,,1,0,0,0,0,0,-1.78053006830205
CDH4,,1,0,0,0,0,0,NA
