Node1,Sign,Node2,Weight
AR,1,SMS,0.78
ARG1,1,Enzyme3632__ARG1,1
CCND3,-1,TFDP1,0.04
CDH1,1,LRP6,0.05
CDKN1A,-1,TFDP1,0.01
CEBPB,1,ARG1,0.47
CEBPB,1,CDKN1A,0.01
CEBPB,1,GOT1,0.47
COPS5,1,MYC,0.22
CPT1A,1,Enzyme213__CPT1A,0.16
CPT1A,1,Enzyme214__CPT1A_reverse,0.22
CPT1A,1,Enzyme222__CPT1A,0.16
CPT1A,1,Enzyme2533__CPT1A,0.24
CPT1A,1,Enzyme4557__CPT1A,0.08
CPT1A,1,Enzyme5913__CPT1A,0.12
CPT1A,1,Enzyme6462__CPT1A,0.24
CPT1A,1,Enzyme6466__CPT1A,0.24
CPT1A,1,Enzyme8233__CPT1A_reverse,0.24
CPT1A,1,Enzyme9733__CPT1A_CPT2,0.24
CPT1A,1,Enzyme9734__CPT1A_CPT2,0.24
CPT1B,1,Enzyme213__CPT1B,0.66
CPT1B,1,Enzyme222__CPT1B,0.44
CPT1B,1,Enzyme2533__CPT1B,0.75
CPT1B,1,Enzyme4557__CPT1B,0.27
CPT1B,1,Enzyme4560__CPT1B,0.13
CPT1B,1,Enzyme5913__CPT1B,0.54
CPT1B,1,Enzyme6441__CPT1B,0.12
CPT1B,1,Enzyme6462__CPT1B,0.75
CPT1B,1,Enzyme6466__CPT1B,0.75
CPT1B,1,Enzyme8235__CPT1B,0.48
CPT1C,1,Enzyme213__CPT1C,0.01
CPT1C,1,Enzyme222__CPT1C,0.01
CPT1C,1,Enzyme2533__CPT1C,0.01
CPT1C,1,Enzyme4560__CPT1C,0.01
CPT1C,1,Enzyme6441__CPT1C,0.01
CPT1C,1,Enzyme6462__CPT1C,0.01
CPT1C,1,Enzyme6466__CPT1C,0.01
CPT2,1,Enzyme1453__CPT2_reverse,0.15
CPT2,1,Enzyme214__CPT2_reverse,0.52
CPT2,1,Enzyme4562__CPT2,0.46
CPT2,1,Enzyme5686__CPT2_reverse,0.34
CPT2,1,Enzyme5914__CPT2_reverse,0.06
CPT2,1,Enzyme8234__CPT2_reverse,0.42
CPT2,1,Enzyme8236__CPT2,0.01
CPT2,1,Enzyme8330__CPT2,0.07
CPT2,1,Enzyme9733__CPT1A_CPT2,0.76
CPT2,1,Enzyme9734__CPT1A_CPT2,0.76
E2F1,1,MYC,0.08
E2F1,1,SULT2A1,0.08
GAD1,1,Enzyme3634__GAD1,0.49
GAD1,1,Enzyme966__GAD1,0.49
GATA3,-1,CEBPB,0.46
GATA3,1,CDH1,0.99
GATA3,1,IL13,0.55
Enzyme1175__SLC25A20,1,Metab__Levocarnitine propionate_m,0.99
Enzyme1453__CPT2_reverse,1,Metab__Tetradecanoylcarnitine_m,0.15
Enzyme1454__SLC25A20,1,Metab__Tetradecanoylcarnitine_m,0.1
Enzyme179400003__SLC6A6,1,Metab__l-Taurine_c,0.09
Enzyme213__CPT1A,1,Metab__L-Palmitoylcarnitine_c,0.16
Enzyme213__CPT1B,1,Metab__L-Palmitoylcarnitine_c,0.66
Enzyme213__CPT1C,1,Metab__L-Palmitoylcarnitine_c,0.01
Enzyme214__CPT1A_reverse,1,Metab__L-Palmitoylcarnitine_m,0.22
Enzyme214__CPT2_reverse,1,Metab__L-Palmitoylcarnitine_m,0.52
Enzyme215__SLC25A20,1,Metab__L-Palmitoylcarnitine_m,0.16
Enzyme215__SLC25A20_reverse,1,Metab__L-Palmitoylcarnitine_c,0.17
Enzyme220600002__SLC25A1,1,Metab__Butanedioic acid_m,0.71
Enzyme222__CPT1A,1,Metab__Oleoylcarnitine_c,0.16
Enzyme222__CPT1B,1,Metab__Oleoylcarnitine_c,0.44
Enzyme222__CPT1C,1,Metab__Oleoylcarnitine_c,0.01
Enzyme223__SLC25A20,1,Metab__Oleoylcarnitine_m,0.29
Enzyme223__SLC25A20_reverse,1,Metab__Oleoylcarnitine_c,0.04
Enzyme2500__SLC25A20,1,Metab__Acetyl-L-carnitine_c,0.44
Enzyme2533__CPT1A,1,Metab__L-Octanoylcarnitine_c,0.24
Enzyme2533__CPT1B,1,Metab__L-Octanoylcarnitine_c,0.75
Enzyme2533__CPT1C,1,Metab__L-Octanoylcarnitine_c,0.01
Enzyme362__SULT1E1,1,Metab__Prasterone sulfate_c,0.82
Enzyme362__SULT2A1,1,Metab__Prasterone sulfate_c,0.13
Enzyme3632__ARG1,1,Metab__L-Ornithine monohydrochloride_c,1
Enzyme3634__GAD1,1,Metab__beta-Alanine_c,0.8
Enzyme3636__GOT1_reverse,1,Metab__L-Aspartic acid_c,0.47
Enzyme3636__GOT1_reverse,1,Metab__alpha-Ketoglutaric acid_c,0.47
Enzyme452400002__SLC25A20,1,Metab__Tetradecanoylcarnitine_c,0.15
Enzyme452900002__SLC22A9,1,Metab__Tetradecanoylcarnitine_m,0.11
Enzyme452900002__SLC25A20,1,Metab__Tetradecanoylcarnitine_m,0.21
Enzyme4557__CPT1A,1,Metab__Oleoylcarnitine_c,0.08
Enzyme4557__CPT1B,1,Metab__Oleoylcarnitine_c,0.27
Enzyme4560__CPT1B,1,Metab__Elaidic carnitine_c,0.13
Enzyme4560__CPT1C,1,Metab__Elaidic carnitine_c,0.01
Enzyme4562__CPT2,1,Metab__Elaidic carnitine_m,0.46
Enzyme5551__SLC25A20,1,Metab__Acetyl-L-carnitine_m,1
Enzyme5686__CPT2_reverse,1,Metab__Oleoylcarnitine_m,0.34
Enzyme5913__CPT1A,1,Metab__Elaidic carnitine_c,0.12
Enzyme5913__CPT1B,1,Metab__Elaidic carnitine_c,0.54
Enzyme5914__CPT2_reverse,1,Metab__Elaidic carnitine_m,0.06
Enzyme5915__SLC25A20,1,Metab__Elaidic carnitine_m,0.17
Enzyme5915__SLC25A20_reverse,1,Metab__Elaidic carnitine_c,0.08
Enzyme609200002__SLC25A20,1,Metab__L-Octanoylcarnitine_m,1
Enzyme609300002__SLC25A20,1,Metab__L-Palmitoylcarnitine_m,0.1
Enzyme609400002__SLC25A20,1,Metab__Oleoylcarnitine_m,0.3
Enzyme609500002__SLC25A20,1,Metab__Levocarnitine propionate_m,0.01
Enzyme6146__SLC22A10,1,Metab__Prasterone sulfate_c,0.05
Enzyme617500001__SLC25A1,1,Metab__Butanedioic acid_m,0.29
Enzyme643500002__SLC6A6,1,Metab__beta-Alanine_c,0.2
Enzyme6441__CPT1B,1,Metab__Tetradecanoylcarnitine_c,0.12
