idx	name	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
247	247	PRPF40A	1.66523724769265	9.28117177602634	13.0158031299631	1.17429762885462e-14	2.28999944286044e-11	23.2198484512167
1513	1513	CAV1;CAV3	-2.70297714870993	11.6738204709645	-12.4752320915222	1.54312630920515e-14	2.28999944286044e-11	22.9784990668544
624	624	COL6A1	-1.61541331951234	12.6477067899612	-11.4637366140131	1.73587688423429e-13	1.34614418665634e-10	20.6494958434348
1676	1676	FHL1	-2.77329889327407	11.8316156559025	-11.4457700716116	1.81421049414601e-13	1.34614418665634e-10	20.6068810300222
2568	2568	EHD4	-1.14700424126595	10.6826216689874	-10.3447343669726	2.9349873106036e-12	1.7422084675743e-09	17.9103332670384
177	177	NUDT21	0.94149399255071	10.21732212409	10.1825673384852	4.4814764411425e-12	2.20289768395494e-09	17.4989203623986
26	26	MYO1C	-1.52285801799458	11.3725802857065	-10.1262295252836	5.1955134055541e-12	2.20289768395494e-09	17.3551334618643
965	965	RDX	-1.26196505634172	10.3055454244335	-9.8038009470266	1.22056263963166e-11	4.42980183091989e-09	16.523705773141
2598	2598	EHD1	-1.45010318788292	11.1130792677032	-9.76795473544167	1.34326874926816e-11	4.42980183091989e-09	16.4303773023821
13	13	COL6A6	-3.99827578352495	10.3441783547558	-10.3999018800062	2.20971558860537e-11	6.55843586698075e-09	15.9931664291018
2014	2014	OLFML1	-2.98201286276904	9.68094786594289	-10.5044755103599	2.61369031167522e-11	7.05221167732004e-09	15.8190385914165
2742	2742	EHD2	-2.52675138025512	11.2890679406329	-8.97695394337573	1.16045050301469e-10	2.87018091078966e-08	14.3259370248344
868	868	CAD	2.69302884460133	8.2825402462636	9.20700965754156	1.41942456475217e-10	3.24065546783419e-08	14.1704322529906
343	343	STAU1	1.42130998161183	9.06374273465905	8.79699485662743	1.91666040799672e-10	4.06332006495305e-08	13.8353418881296
1986	1986	CAVIN1	-2.05208796071204	11.9579483682343	-8.71931369199167	2.38318896252373e-10	4.71553656051362e-08	13.6222520612322
1589	1589	AIMP1	1.18080781889732	9.79614811658134	8.61980783253959	3.15377393474834e-10	5.85025064895817e-08	13.3481454822435
1222	1222	HNRNPF	1.4899127127295	10.7719468287666	8.50008348472489	4.42515737480204e-10	7.35518353716777e-08	13.0166523838679
857	857	STOM	-1.26310347722652	11.5406272109262	-8.49380400654892	4.50469088852459e-10	7.35518353716777e-08	12.9992152328489
216	216	DKC1	1.42522232087571	9.82503232867529	8.47821204239094	4.70850698134055e-10	7.35518353716777e-08	12.9558970926669
1471	1471	HDLBP	1.25968399200345	10.3361271588377	8.45714372022032	4.99887028300067e-10	7.41832349997299e-08	12.897315427146
282	282	RSL1D1	1.55030755191318	9.56052298732747	8.40292297584646	5.83261010814083e-10	8.24342228617237e-08	12.7462941098178
1535	1535	GFPT1	1.6479319257367	10.4013292160205	8.28867754385754	8.08200723071025e-10	1.09033624821582e-07	12.4268829267734
1628	1628	G3BP1	1.22302135123463	9.69498029048591	8.27101722318688	8.50114098399803e-10	1.09701680176114e-07	12.3773634052326
2920	2920	NOP58	1.12614375301721	11.6015682546674	8.22941181912303	9.57791163522393e-10	1.14664904250466e-07	12.2605506657597
1368	1368	RPS13	0.826478101930118	11.803674469007	8.22323513282653	9.74916933944762e-10	1.14664904250466e-07	12.2431907578689
2899	2899	PALM2AKAP2	-1.6911021636721	10.6331909910948	-8.21282834268259	1.004476924027e-09	1.14664904250466e-07	12.2139314056486
1203	1203	HSD17B4	-1.07092310376131	11.2730834744227	-8.18076552299641	1.10139199391574e-09	1.21071534738589e-07	12.1237020525601
1210	1210	LUM	-1.76035201465896	11.8073398551338	-8.12077096412994	1.30897729721774e-09	1.32066060467533e-07	11.9545354353714
626	626	COL6A3	-1.11315987346405	12.9643861313163	-8.11797959914619	1.31954927000171e-09	1.32066060467533e-07	11.9466541084016
2196	2196	HM13	2.0320965503628	10.3109802265543	8.25762523761784	1.37939618412854e-09	1.32066060467533e-07	11.9357649319691
434	434	CAT	-1.39268243861646	11.5485957046141	-8.10784968102997	1.35864774918133e-09	1.32066060467533e-07	11.9180448001033
189	189	SMARCA5	1.41722948540048	9.56305189043398	7.87721458851308	2.64977633996985e-09	2.45766755532204e-07	11.2634133776928
2934	2934	SF3B6	1.18331025192153	9.42307885628321	8.0865129291676	4.43179390420441e-09	3.98592857808445e-07	10.8476060196025
364	364	ADH1B;ADH4	-3.12087198305514	11.7149842716	-7.75443834872395	4.59633244836201e-09	4.01232785492308e-07	10.737383468574
802	802	CA4	-3.92475182291557	10.4291890155942	-8.99850549508681	6.52315296981991e-09	5.06242211852614e-07	10.5867557937795
2597	2597	GLIPR2	-1.11462262831073	10.6677831386164	-7.62467211218108	5.543746782322e-09	4.58739649650066e-07	10.5396945080686
463	463	SERPING1	-1.19317873189766	11.306530296354	-7.6151301950969	5.70130883656759e-09	4.58739649650066e-07	10.5122143228435
663	663	NID1	-1.59046146575089	10.150919562072	-7.61408806461869	5.71878943296915e-09	4.58739649650066e-07	10.509212462629
1353	1353	HNRNPK	0.70858578915267	11.8693979884171	7.56267358618413	6.65210453579917e-09	5.06242211852614e-07	10.3609712646241
1697	1697	DSG2	1.95451660333374	8.82126429022944	7.78214571558427	7.90250514958698e-09	5.72064275218882e-07	10.2522921231119
511	511	DCN	-1.87555962061644	11.9433312386776	-7.50519954242135	7.87937706459292e-09	5.72064275218882e-07	10.1949340119099
1642	1642	TCOF1	1.34934338479629	9.25146488825323	7.5291739156471	8.79887372204763e-09	6.07326911791567e-07	10.1080025122126
1556	1556	GOLGA3	1.90496198585388	8.6935897032815	7.47320918247436	8.65932023728979e-09	6.07326911791567e-07	10.1023705911511
332	332	SGPL1	1.53962283338405	9.47489527760635	7.7896386963311	9.66582941782912e-09	6.52004129820837e-07	10.0771062630749
647	647	P4HA1	2.27208982699342	9.55913446443321	7.5493179478958	1.00180820254773e-08	6.60748165591483e-07	9.99508304189762
256	256	SF3B1	0.993855960039273	9.63703683207719	7.35993451255285	1.21056439898384e-08	7.8107720351827e-07	9.77379223918331
1953	1953	BROX	1.4054880253859	9.52927723299047	7.65248905197686	1.39085400816145e-08	8.78309509834722e-07	9.71377597306883
1139	1139	PPM1F	-0.92876334816364	8.81224136751905	-7.75847978699164	1.66822968624754e-08	9.66695923030325e-07	9.58570429404171
2518	2518	EIF2A	1.40546246704363	9.16757633175372	7.39790226695774	1.54192346267332e-08	9.25180502131159e-07	9.57253075726832
1176	1176	BCAM	-2.08870692042939	10.4817834936205	-7.28209303962705	1.52507515028753e-08	9.25180502131159e-07	9.54727478410135
217	217	EIF5B	1.51290233098565	9.30609338624114	7.27477597150588	1.55859249011314e-08	9.25180502131159e-07	9.52595284072825
957	957	SHMT2	1.53000573194298	9.76271043990025	7.24681641780448	1.69367210234424e-08	9.66695923030325e-07	9.44443290681287
1387	1387	RPS24	0.803089153868463	11.771774505616	7.21495249810632	1.86210960037513e-08	1.04278137621007e-06	9.35144168695347
2628	2628	TNS1	-1.81709642289189	10.1264087055878	-7.17600355053393	2.09118130220416e-08	1.14937520461888e-06	9.23764883414669
570	570	SNRPA1	0.933510890861868	9.96732688642934	7.14281128669992	2.30875605033586e-08	1.23690294408145e-06	9.1405681012962
574	574	PARP1	0.957395383900762	10.8936952639287	7.13919826622105	2.33377913977633e-08	1.23690294408145e-06	9.12999489546998
1878	1878	AOC3;AOC2	-2.28015240341058	11.7277063868411	-7.12350866909143	2.44565947061888e-08	1.2734591769819e-06	9.08406739548715
206	206	PLIN3	1.18169823672028	9.94423197064993	7.11141597100842	2.53557534205192e-08	1.29751510607071e-06	9.04865439328294
1819	1819	SLC9A3R2	-1.52269759592375	9.25615681278394	-7.14565503305153	2.69048633654044e-08	1.35282908930044e-06	9.00402212077494
2876	2876	LIMCH1	-1.78880537823705	9.41004497611144	-7.13444795631693	2.78041019027382e-08	1.35282908930044e-06	8.97176603587452
286	286	SRP72	0.791305107022605	9.60027004789116	7.08430994977963	2.74944480866071e-08	1.35282908930044e-06	8.96922986180097
2361	2361	RBM17	1.09815385230131	8.48689356466513	7.22798319058828	2.99508747722971e-08	1.43377736006738e-06	8.95645689349927
2741	2741	EHD3	-1.97088706684267	9.17069795582846	-7.98422224176808	3.80043874877642e-08	1.70574230875021e-06	8.87920108775752
1307	1307	SEC61B	1.03263475446237	10.9625017473015	7.04429818364451	3.0989071065303e-08	1.45992957018761e-06	8.85187605020567
258	258	STX11	-1.63536296445609	8.93681531112312	-7.81192305052779	4.15665915205408e-08	1.76242348047093e-06	8.77673599658155
1857	1857	CPSF6	0.754551732724821	9.68728312234294	6.99628432613744	3.57801972485061e-08	1.65314213134207e-06	8.71087726543989
2162	2162	SERBP1	1.19590753760568	9.70073810099859	6.99235211539859	3.62042582672622e-08	1.65314213134207e-06	8.69932152229116
2018	2018	PACS1	0.93081092302757	8.76588339235304	7.56861083738991	4.34466027934839e-08	1.79096551515362e-06	8.69845761685707
2585	2585	ACBD3	1.32036930002042	9.65349001400744	7.20268118372562	3.8589522551008e-08	1.70574230875021e-06	8.69501199725695
1237	1237	ARFIP1	1.22396477694582	9.44157268553661	7.11720172535902	4.09622581613238e-08	1.7619707568523e-06	8.64020805452657
864	864	RPL10;RPL10L	0.720094249929014	11.3677255302665	6.96685018344733	3.90803493918513e-08	1.70574230875021e-06	8.62434792893902
1641	1641	SNTB2	-1.14992991463649	9.60250428386535	-7.16694413864167	4.26064342136074e-08	1.78106896825333e-06	8.60615022769781
2793	2793	SUSD2	-2.08359750027806	10.4344865095687	-7.21683175674123	4.48436607594951e-08	1.79540293806351e-06	8.57666893867869
58	58	NOP56	1.00121297775333	10.532159625338	6.91853296344266	4.51774688182222e-08	1.79540293806351e-06	8.48215871677289
599	599	LAMC1	-1.2567771839647	10.546088324634	-6.91712391062699	4.53690095534917e-08	1.79540293806351e-06	8.47800940146424
2665	2665	DDX21	1.54836121021678	9.3354155779769	6.88018846057964	5.06929483147206e-08	1.96548974458561e-06	8.36918967547094
625	625	COL6A2	-1.31458284222274	12.6673585198916	-6.8782348825646	5.09914792227398e-08	1.96548974458561e-06	8.36343115360573
2925	2925	LSM2	1.00294386668944	9.99979391138006	6.87285279902362	5.18231331442134e-08	1.97193665605161e-06	8.34756502321003
569	569	HNRNPA1;HNRNPA1L2	0.780657942886618	12.4258497290256	6.84596273055979	5.6187801091382e-08	2.11095434986357e-06	8.26826224102506
1782	1782	PGM5	-2.23470208585085	9.58785016976274	-6.81886482624719	6.09615871808285e-08	2.26167488440874e-06	8.18829313957846
1961	1961	KANK2	-1.37944375115375	9.01627544041549	-6.85584378058176	6.31873269490899e-08	2.31530847388764e-06	8.16633512603745
2612	2612	SFXN1	1.46062606761804	9.22020238826702	6.95247081222483	6.53974610654107e-08	2.34072047613657e-06	8.16137503416781
1276	1276	ADAR	1.07105848934108	9.86004767054041	6.79523043013323	6.54581534768651e-08	2.34072047613657e-06	8.11850233873463
112	112	LAMA5	-2.13850303953987	9.73846689706084	-6.7721664765538	7.01685797735984e-08	2.47928981866714e-06	8.05035818381389
1278	1278	CDH13	-2.083483804684	9.60840034217419	-7.97538758185885	1.0259745499302e-07	3.23946006829024e-06	7.99233959672227
931	931	TIA1	1.12214726665045	9.15095074326717	6.73706192210208	7.80026058011699e-08	2.72366745903379e-06	7.94656899375548
437	437	ALDOA	0.812581840459387	13.0185427492779	6.7308358489007	7.94814279614461e-08	2.7430334673206e-06	7.9281524608481
1510	1510	AKAP12	-1.70242812504586	9.06655690355628	-6.90957537981075	8.72747095935029e-08	2.97737170199445e-06	7.89318589139235
344	344	CAVIN2	-2.31956382889642	10.3596607345468	-6.94401690086743	9.43573190715364e-08	3.111694700048e-06	7.88726170583201
1437	1437	PRKDC	0.71459306159327	10.458470428486	6.69039546507488	8.97995555849364e-08	3.02869410200104e-06	7.80846877296196
856	856	EEF1G	0.731589017780536	11.7823368199025	6.68195348809048	9.21183293543758e-08	3.07199102835716e-06	7.78347126467531
789	789	FBL	0.90960194877051	10.5801845946034	6.66811890895878	9.60494912221583e-08	3.1326910983227e-06	7.74249592104222
734	734	SON	1.17930846450544	9.05347229941163	6.70557589085902	9.86497303609322e-08	3.17310802357942e-06	7.740464882983
2307	2307	FERMT2	-1.57426717486305	10.2295696524552	-6.6566812868876	9.94269023560935e-08	3.17310802357942e-06	7.70861078478349
1375	1375	PSMC6	0.791162393615972	10.6481991335305	6.63637438295117	1.05720886182577e-07	3.3029430546304e-06	7.64842944680656
1691	1691	CIRBP	1.37352663589567	10.3628195909922	6.81304675214647	1.35229765629087e-07	3.97388063749634e-06	7.54174864258166
