idx	name	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
1513	1513	CAV1;CAV3	-2.58270450309204	11.6738204709645	-12.3931692969452	1.86920313487035e-14	5.59826338893671e-11	22.8318120021702
1986	1986	CAVIN1	-2.70925521712111	11.9579483682343	-11.9684428695264	5.10751060033862e-14	7.64849712400708e-11	21.8602121080871
624	624	COL6A1	-1.59005636862012	12.6477067899612	-11.7315788325592	9.03321265295665e-14	9.01815729853506e-11	21.3079798962221
344	344	CAVIN2	-3.40016400382625	10.3596607345468	-12.5971448674033	1.27200304458856e-13	9.38688999932942e-11	21.0051784509586
1676	1676	FHL1	-2.68134950172798	11.8316156559025	-11.5054382981834	1.56709348903663e-13	9.38688999932942e-11	20.773722326465
965	965	RDX	-1.38145659211199	10.3055454244335	-11.1579857200975	3.69954676299225e-13	1.8466904258603e-10	19.9393557436628
2598	2598	EHD1	-1.55804508416041	11.1130792677032	-10.9115426439623	6.8675307209976e-13	2.93832207276969e-10	19.3375449895339
2568	2568	EHD4	-1.10228086947964	10.6826216689874	-10.3358927054637	3.00323815174327e-12	1.12433728305888e-09	17.8991731607862
2899	2899	PALM2AKAP2	-2.02163804160691	10.6331909910948	-10.2076954540753	4.19605367132193e-12	1.3963534161788e-09	17.5725982120213
13	13	COL6A6	-4.25014655153895	10.3441783547558	-11.0760643187618	4.97438249083974e-12	1.4898275560065e-09	17.430975539027
2014	2014	OLFML1	-2.95618261041603	9.68094786594289	-10.8379748631232	1.27451583887972e-11	3.4701590340407e-09	16.5384127416924
791	791	TNXB;NA	-4.02240273037459	9.27294310529621	-10.3154092952669	1.82814664063001e-11	4.56274932390573e-09	16.1877436972869
626	626	COL6A3	-1.23037780165328	12.9643861313163	-9.32889709718737	4.40175362308075e-11	1.0140963154713e-08	15.2727631758956
26	26	MYO1C	-1.32973063767031	11.3725802857065	-9.19291894224553	6.38950245791132e-11	1.29373134816626e-08	14.907461619338
2742	2742	EHD2	-2.48739798457896	11.2890679406329	-9.18783455468231	6.47945583388779e-11	1.29373134816626e-08	14.8937541684904
365	365	LDHA;LDHAL6A	1.28400613545456	12.6841256680371	9.02240850655942	1.02297719247107e-10	1.91488543215678e-08	14.445876776103
2597	2597	GLIPR2	-1.25670998859746	10.6677831386164	-8.93778259086891	1.29392511389066e-10	2.27959159770738e-08	14.2153492543596
1203	1203	HSD17B4	-1.12252658579798	11.2730834744227	-8.91525347566701	1.37765857128352e-10	2.29227078944119e-08	14.1538184933344
2741	2741	EHD3	-2.6550463258507	9.17069795582846	-10.6106718993928	1.93586988772976e-10	3.05154227039506e-08	13.882819939126
625	625	COL6A2	-1.56287743721807	12.6673585198916	-8.50188775340802	4.40256990064928e-10	6.5928484262223e-08	13.0131191082165
258	258	STX11	-2.32311094720392	8.93681531112312	-9.90658405704573	4.77050667963164e-10	6.64884279670451e-08	12.9568322832164
701	701	PECAM1	-1.70872436188431	10.0691729274666	-8.46532922853208	4.88395798088478e-10	6.64884279670451e-08	12.9111818664349
1437	1437	PRKDC	0.865113107398518	10.458470428486	8.42107022752928	5.53891062156769e-10	7.21262491808488e-08	12.7875489212344
