ID_1	name	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
2819	2819	HNRNPA0	-2.40980210771403	10.1005053905569	-16.0442636970276	1.51790910255595e-17	5.39009522317616e-14	29.5952539340716
2317	2317	TPI1	2.13529528743777	12.0060817713376	14.6616418354112	1.30291079929251e-16	2.31331812414385e-13	27.5785564001802
528	528	PRPF40A	-1.48237176898217	9.28117177602634	-11.4777631654286	3.88031385561208e-13	3.8408135677571e-10	19.8833688209212
2949	2949	CIRBP	-2.37047889856025	10.3628195909922	-12.0273299500904	4.32645853872948e-13	3.8408135677571e-10	19.6363854015453
2987	2987	CTTN	-2.09870429199454	10.2661900021673	-10.9564229718474	6.33158533636433e-13	4.49669190588594e-10	19.415066763874
1386	1386	PGAM1;PGAM2;PGAM4	2.092748566342	11.2279006813549	10.5729625974629	1.67693940083956e-12	9.37685825884535e-10	18.466947602499
2781	2781	AIMP1	-1.41616888900567	9.79614811658134	-10.5350357262194	1.84843727997515e-12	9.37685825884535e-10	18.3720662595957
2393	2393	YWHAE	1.02238772048103	12.3776907739488	10.2819497235405	3.55687624447081e-12	1.57880844301448e-09	17.7338138063276
204	204	HNRNPDL	-1.29781765096745	11.1791836049605	-9.8954060097097	9.82282174519086e-12	3.87564889079697e-09	16.7418383990501
4653	4653	PDLIM2	-2.90011538255548	9.71469005189956	-10.2512997835523	3.19588535139865e-11	1.0755921957631e-08	15.6742695976688
375	375	NUDT21	-0.860759700194954	10.21732212409	-9.44015075026937	3.33188232987724e-11	1.0755921957631e-08	15.5470361253523
4424	4424	TNPO1	1.03218804451294	9.2332410263865	9.38156858844438	5.17641928383385e-11	1.41395883668415e-08	15.1296226901025
2407	2407	TMSB4X	3.50758662526892	11.8822438080763	11.465002540989	4.36599044135142e-11	1.29196933810324e-08	14.8841159277225
2386	2386	PSMC1	-1.03588139280909	10.2292818489225	-9.03944299349714	9.98261073187236e-11	2.42416314885548e-08	14.4719733476711
3582	3582	CAVIN1	-2.06823806043256	11.9579483682343	-9.03023321074463	1.02400583590065e-10	2.42416314885548e-08	14.4470102572101
2350	2350	ARF3;ARF1	-1.2582694119461	11.9735866337775	-9.00639735314312	1.0938159103041e-10	2.42758768593116e-08	14.382350730022
876	876	ORM1	2.74390632051812	10.4203815797728	9.16676503311246	1.6153980922662e-10	3.37428154449251e-08	14.0455632724645
2139	2139	PSMD7	-1.20124237385265	10.1865715066315	-8.78541705604847	2.02287970980216e-10	3.99069213861526e-08	13.7793160706634
2656	2656	GLO1	2.18213913689008	10.08778930338	9.03736048176354	3.00661042375828e-10	5.61919663935035e-08	13.4487360759077
959	959	SSB	-0.903354152200485	11.3905085536558	-8.6013535517454	3.39171431303214e-10	6.02198876278857e-08	13.2721523405092
3206	3206	PSMD5	1.2919619778769	9.51796692974061	8.55112792163914	3.90824513830006e-10	6.60865642195406e-08	13.133005101783
5819	5819	DBNL	-1.57968403911018	9.88459724950432	-8.45930611024542	5.06847218782102e-10	8.11993010928413e-08	12.8777899520313
2161	2161	HNRNPM	-0.941981785303453	11.7489560464938	-8.44627955673837	5.25931829100352e-10	8.11993010928413e-08	12.8414970240196
3202	3202	CCDC6	-1.12277988767832	9.17416880473914	-8.40790943222724	5.86494905995709e-10	8.67768087996151e-08	12.7344715054112
1673	1673	PPP2R1A	0.854073476689384	10.2988575552538	8.35067918178911	6.90254368067413e-10	9.80437304402954e-08	12.574498568692
2318	2318	EIF3E	0.783379291490057	9.98307969144836	8.32653521624598	9.24862368636662e-10	1.2631485657803e-07	12.308492123404
1026	1026	LAMB1	1.23491153992399	9.32742247235629	8.30613196860687	1.23182779992558e-09	1.62008167316138e-07	12.0424445563894
758	758	CAVIN2	-2.303063372553	10.3596607345468	-8.5551462562787	1.35571430002493e-09	1.71933624263876e-07	11.9924016503916
1738	1738	LSP1	-1.89743947964149	10.0049452434142	-8.37770756302784	1.65074247291734e-09	2.02130569701016e-07	11.7908409460895
1103	1103	HNRNPA1;HNRNPA1L2	-0.903887392252301	12.4258497290256	-8.02443329240911	1.76002917571921e-09	2.04674089005435e-07	11.6549345346731
511	511	VPS4B	-0.997718216782872	9.9918776602456	-8.01920848665832	1.78679154017698e-09	2.04674089005435e-07	11.6401046284194
756	756	STAU1	-1.26431594914377	9.06374273465905	-7.99381844145903	1.92283734751447e-09	2.13374856906996e-07	11.5679931839979
