Node1,Sign,Node2,Weight
AR,1,DDC,0.8461538461538461
CAD,1,Enzyme5635__CAD_reverse,0.7692307692307694
CEBPB,1,GOT1,0.15384615384615385
CPT1A,1,Enzyme8232__CPT1A_reverse,0.6153846153846154
CPT1B,1,Enzyme8232__CPT1B_reverse,0.23076923076923075
CPT1C,1,Enzyme8232__CPT1C_reverse,0.07692307692307693
CREBBP,1,AR,0.07692307692307693
CREBBP,1,CPT1A,0.07692307692307693
CREBBP,1,SGK1,0.07692307692307693
CUL3,1,KAT5,0.23076923076923075
DDC,1,Enzyme895__DDC,1
DPP4,1,TGFB1,0.6923076923076923
EP300,1,AR,0.23076923076923075
EP300,1,CPT1A,0.23076923076923075
EP300,1,TNF,0.07692307692307693
EP300,1,TP53,0.07692307692307693
Enzyme168800002__SLC25A1,1,Metab__Butanedioic acid_c,0.23076923076923075
Enzyme177__SLC1A3_TRANSPORTER2,1,Metab__L-Aspartic acid_c,0.07692307692307693
Enzyme220600002__SLC25A1,1,Metab__Butanedioic acid_m,0.23076923076923075
Enzyme220800003__SLC25A1,1,Metab__Butanedioic acid_c,0.23076923076923075
Enzyme3636__GOT1_reverse,1,Metab__L-Aspartic acid_c,0.15384615384615385
Enzyme3636__GOT1_reverse,1,Metab__alpha-Ketoglutaric acid_c,0.15384615384615385
Enzyme452200002__SLC22A9,1,Metab__Dodecanoylcarnitine_c,0.07692307692307693
Enzyme5635__CAD_reverse,1,Metab__L-Aspartic acid_c,0.7692307692307694
Enzyme5662__BBOX1,1,Metab__Butanedioic acid_c,0.15384615384615385
Enzyme618100003__SLC25A1,1,Metab__Butanedioic acid_c,0.07692307692307693
Enzyme618600002__SLC25A1,1,Metab__Butanedioic acid_c,0.23076923076923075
Enzyme8232__CPT1A_reverse,1,Metab__Dodecanoylcarnitine_c,0.6153846153846154
Enzyme8232__CPT1B_reverse,1,Metab__Dodecanoylcarnitine_c,0.23076923076923075
Enzyme8232__CPT1C_reverse,1,Metab__Dodecanoylcarnitine_c,0.07692307692307693
Enzyme8423__P4HA2,1,Metab__Butanedioic acid_c,0.07692307692307693
Enzyme895__DDC,1,Metab__Histamine_c,1
Enzyme9562__SUCLG1_SUCLA2_reverse,1,Metab__Butanedioic acid_m,0.7692307692307694
GOT1,1,Enzyme3636__GOT1_reverse,0.15384615384615385
GSK3B,-1,JUN,0.07692307692307693
GSK3B,1,CEBPB,0.07692307692307693
HDAC2,-1,SMAD3,0.07692307692307693
HDAC2,1,STAT3,0.07692307692307693
HDAC3,-1,SMAD3,0.07692307692307693
HDAC3,1,EP300,0.23076923076923075
HNF1A,1,SLC22A9,0.07692307692307693
JUN,-1,CPT1A,0.15384615384615385
JUN,-1,TH,0.15384615384615385
KAT5,1,AR,0.23076923076923075
KAT5,1,CAD,0.23076923076923075
KAT5,1,TP53,0.07692307692307693
MAPK3,1,CAD,0.4615384615384615
MAPK3,1,HNF1A,0.07692307692307693
MAPK3,1,PPARA,0.07692307692307693
MAPK3,1,RXRB,0.23076923076923075
MAPK3,1,RXRG,0.07692307692307693
Metab__alpha-Ketoglutaric acid_c,1,Enzyme5662__BBOX1,0.15384615384615385
Metab__Butanedioic acid_c,1,Enzyme220600002__SLC25A1,0.23076923076923075
Metab__Butanedioic acid_m,1,Enzyme168800002__SLC25A1,0.23076923076923075
Metab__Butanedioic acid_m,1,Enzyme220800003__SLC25A1,0.23076923076923075
Metab__Butanedioic acid_m,1,Enzyme618100003__SLC25A1,0.07692307692307693
Metab__Butanedioic acid_m,1,Enzyme618600002__SLC25A1,0.23076923076923075
Metab__Histamine_c,1,MAPK3,0.4615384615384615
MYC,1,CAD,0.07692307692307693
MYC,1,HDAC2,0.07692307692307693
P4HA2,1,Enzyme8423__P4HA2,0.07692307692307693
PPARA,1,CPT1B,0.07692307692307693
PPP2R5D,1,GSK3B,0.07692307692307693
RXRB,1,CPT1A,0.07692307692307693
RXRB,1,CPT1B,0.07692307692307693
RXRB,1,CPT1C,0.07692307692307693
RXRG,1,CPT1B,0.07692307692307693
SGK1,1,SLC1A3,0.07692307692307693
SLC1A3,1,Enzyme177__SLC1A3_TRANSPORTER2,0.07692307692307693
SLC22A9,1,Enzyme452200002__SLC22A9,0.07692307692307693
SMAD3,-1,CEBPB,0.07692307692307693
SMAD3,1,JUN,0.07692307692307693
STAT3,1,CPT1A,0.07692307692307693
STAT3,1,MYC,0.07692307692307693
SUCLA2,1,Enzyme9562__SUCLG1_SUCLA2_reverse,0.7692307692307694
SUCLA2,1,MAPK3,0.4615384615384615
TGFB1,1,AR,0.6923076923076923
TGFB1,1,CREBBP,0.07692307692307693
TGFB1,1,EP300,0.07692307692307693
TGFB1,1,MAPK3,0.4615384615384615
TGFB1,1,PPP2R5D,0.6923076923076923
TGFB1,1,SUCLA2,0.6923076923076923
TH,1,DDC,0.15384615384615385
TNF,1,HDAC3,0.07692307692307693
TNF,1,SUCLA2,0.07692307692307693
TP53,1,P4HA2,0.07692307692307693
