Node1,Sign,Node2,Weight
AR,1,SMS,0.49
ARG1,1,Enzyme3632__ARG1,1
CCND3,-1,TFDP1,0.05
CDH1,1,LRP6,0.04
CDKN1A,-1,TFDP1,0.01
CEBPB,1,ARG1,0.69
CEBPB,1,CDKN1A,0.01
CEBPB,1,GOT1,0.69
COPS5,1,MYC,0.51
CPT1A,1,Enzyme213__CPT1A,0.21
CPT1A,1,Enzyme214__CPT1A_reverse,0.26
CPT1A,1,Enzyme222__CPT1A,0.19
CPT1A,1,Enzyme2533__CPT1A,0.29
CPT1A,1,Enzyme4557__CPT1A,0.1
CPT1A,1,Enzyme5913__CPT1A,0.17
CPT1A,1,Enzyme6462__CPT1A,0.29
CPT1A,1,Enzyme6466__CPT1A,0.29
CPT1A,1,Enzyme8233__CPT1A_reverse,0.27
CPT1A,1,Enzyme8235__CPT1A,0.02
CPT1A,1,Enzyme9733__CPT1A_CPT2,0.29
CPT1A,1,Enzyme9734__CPT1A_CPT2,0.29
CPT1B,1,Enzyme213__CPT1B,0.53
CPT1B,1,Enzyme222__CPT1B,0.33
CPT1B,1,Enzyme2533__CPT1B,0.61
CPT1B,1,Enzyme4557__CPT1B,0.23
CPT1B,1,Enzyme4560__CPT1B,0.17
CPT1B,1,Enzyme5913__CPT1B,0.36
CPT1B,1,Enzyme6441__CPT1B,0.04
CPT1B,1,Enzyme6462__CPT1B,0.61
CPT1B,1,Enzyme6466__CPT1B,0.61
CPT1B,1,Enzyme8235__CPT1B,0.5
CPT1C,1,Enzyme213__CPT1C,0.09
CPT1C,1,Enzyme222__CPT1C,0.1
CPT1C,1,Enzyme2533__CPT1C,0.1
CPT1C,1,Enzyme4560__CPT1C,0.09
CPT1C,1,Enzyme6441__CPT1C,0.04
CPT1C,1,Enzyme6462__CPT1C,0.1
CPT1C,1,Enzyme6466__CPT1C,0.1
CPT1C,1,Enzyme8233__CPT1C_reverse,0.02
CPT1C,1,Enzyme8235__CPT1C,0.01
CPT2,1,Enzyme1453__CPT2_reverse,0.09
CPT2,1,Enzyme214__CPT2_reverse,0.66
CPT2,1,Enzyme4562__CPT2,0.42
CPT2,1,Enzyme5686__CPT2_reverse,0.38
CPT2,1,Enzyme5914__CPT2_reverse,0.01
CPT2,1,Enzyme8234__CPT2_reverse,0.44
CPT2,1,Enzyme8236__CPT2,0.01
CPT2,1,Enzyme8330__CPT2,0.18
CPT2,1,Enzyme9733__CPT1A_CPT2,0.71
CPT2,1,Enzyme9734__CPT1A_CPT2,0.71
E2F1,1,MYC,0.08
E2F1,1,SULT2A1,0.08
GAD1,1,Enzyme3634__GAD1,0.48
GAD1,1,Enzyme966__GAD1,0.48
GATA3,-1,CEBPB,0.68
GATA3,1,CDH1,0.99
GATA3,1,IL13,0.46
